doc_cd,doc_dept_cd,doc_id,doc_vers_no,doc_dscr,contract_contact_nm,contract_contact_voice_ph_no,contract_contact_email_ad,ma_prch_lmt_am,ma_itd_ord_am,ma_do_rfed_am,efbgn_dt,efend_dt,gnrc_po_rpt_1,rpt_dscr,brd_awd_dt,brd_awd_no,cat_dscr,doc_vend_ln_no,vend_cust_cd,lgl_nm,alias_nm,so_doc_cd,so_doc_dept_cd,so_doc_id,today,row_key
MA,6100,SA220000021,3,CMR SERVICES FOR BARBARA JORDAN TERMINAL (BJT) OPTIMIZATION,Capital Contracting Office,unknown,unknown,120580044,120580044,8649140,2022-08-19T00:00:00.000Z,2025-03-31T00:00:00.000Z,15,Alt Proc Method (252),0022-06-16T00:00:00.000Z,17,Other Contracting,1,HEN6049645,HENSEL PHELPS CONSTRUCTION CO,N/A,RFQS,6100,CLMA045,2026-05-11T00:00:00.000Z,MA6100SA2200000213HEN6049645
CT,6100,22110700063,1,SOUTH AUSTIN REGIONAL WWTP TRAINS A & B IMPROVEMENTS,Contract and Land Management Department,unknown,unknown,116000852,116000852,4267922.73,2023-03-29T00:00:00.000Z,,10,Competitive Acquisition,0022-10-27T00:00:00.000Z,15,Construction,1,VS0000018981,MWH CONSTRUCTORS INC,N/A,IFB,6100,CLMC928,2026-05-11T00:00:00.000Z,CT6100221107000631VS0000018981
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,6,CAM0933250,CDM SMITH INC,N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109CAM0933250
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,4,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109BRO8318275
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,8,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109BIN7163385
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,10,ALL7111300,ALLIANCE TRANSPORTATION GROUP LLC,N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109ALL7111300
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,3,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109LOC2921000
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,5,KIM7074000,"KIMLEY-HORN AND ASSOCIATES, INC",N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109KIM7074000
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,1,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109HAL7038625
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,7,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109FRE1930500
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,9,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109EAR8307803
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,11,DAN8320383,"DEC - CENTRAL TEXAS, LLC",N/A,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109DAN8320383
MA,6100,PA180000027,109,2018 CORRIDOR PROGRAM ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,115000000,111460417.18,96093332.19,2018-04-27T00:00:00.000Z,2025-04-26T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,36,Sole and Single Source,2,CHI7027035,CP&Y INC,STV INFRASTRUCTURE,RFQS,6100,CLMP240,2026-05-11T00:00:00.000Z,MA6100PA180000027109CHI7027035
MA,6100,SA170000007,31,CORRIDOR IMPROVEMENT PROGRAM CONSULTANT,Capital Contracting Office,unknown,unknown,73500000,72522684.84,69583390.97,2017-03-31T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0018-03-22T00:00:00.000Z,35,Sole and Single Source,1,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP211,2026-05-11T00:00:00.000Z,MA6100SA17000000731HDR8318192
CT,6100,22120200114,2,WILD HORSE RANCH WWTP EXPANSION,Contract and Land Management Department,unknown,unknown,69588255,69588255,9743815.88,2023-07-14T00:00:00.000Z,,10,Competitive Acquisition,0022-12-01T00:00:00.000Z,13,Construction,1,MAT8308109,MATOUS CONSTRUCTION LTD,MATOUS CONSTRUCTION,IFB,6100,CLMC924,2026-05-11T00:00:00.000Z,CT6100221202001142MAT8308109
MA,6100,SA210000006,3,WALNUT CREEK WWTP EXPANSION TO 100 MILLION GALLONS PER DAY,Capital Contracting Office,unknown,unknown,56186656.7,56186656.7,29526550.08,2020-12-17T00:00:00.000Z,2024-12-16T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0020-07-29T00:00:00.000Z,15,Sole and Single Source,1,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP300,2026-05-11T00:00:00.000Z,MA6100SA2100000063EAR8307803
MA,6100,PA210000056,4,"AE STAFF AUGMENTATION, ENG. AND REL. ENG SERVICES RL",Capital Contracting Office,unknown,unknown,48375000,33260542.71,17445278.85,2021-04-19T00:00:00.000Z,2026-05-02T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0021-03-04T00:00:00.000Z,17,Sole and Single Source,1,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP312,2026-05-11T00:00:00.000Z,MA6100PA2100000564HDR8318192
MA,6100,PA210000056,4,"AE STAFF AUGMENTATION, ENG. AND REL. ENG SERVICES RL",Capital Contracting Office,unknown,unknown,48375000,33260542.71,17445278.85,2021-04-19T00:00:00.000Z,2026-05-02T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0021-03-04T00:00:00.000Z,17,Sole and Single Source,2,V00000907190,"ALLEGIS GROUP HOLDINGS, INC.","TEKSYSTEMS, INC. OR AEROTEK, INC. OR ACTALENT SERVICES, LLC",RFQS,6100,CLMP312,2026-05-11T00:00:00.000Z,MA6100PA2100000564V00000907190
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,3,VS0000020698,ALPHA BUILDING CORPORATION,N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217VS0000020698
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,6,V00000962142,"VELIZ COMPANY, LLC",VELIZ CONSTRUCTION,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217V00000962142
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,4,V00000944656,"BASIC IDIQ, INC.",N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217V00000944656
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,1,V00000906748,BROWN & ROOT INDUSTRIAL SERVICES LLC,N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217V00000906748
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,2,JAM8303623,JAMAIL & SMITH CONSTRUCTION LP,N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217JAM8303623
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,8,HEN6049645,HENSEL PHELPS CONSTRUCTION CO,N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217HEN6049645
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,5,V00000929243,"CENTENNIAL CONTRACTORS ENTERPRISES, INC.",N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217V00000929243
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,2021-01-05T00:00:00.000Z,2024-01-04T00:00:00.000Z,15,Alt Proc Method (252),,4,Other Contracting,7,V00000907889,WARDEN CONSTRUCTION CORPORATION,N/A,CSP,6100,CLMB333,2026-05-11T00:00:00.000Z,MA6100CA2000000217V00000907889
CT,6100,18051100427,12,AUSTIN ENERGY DISTRICT COOLING PLANT #3,Contract and Land Management Department,unknown,unknown,45867882.01,45867882.01,42729180.17,2018-05-25T00:00:00.000Z,,10,Competitive Acquisition,0018-04-26T00:00:00.000Z,5,Construction,1,VC0000103145,FLINTCO LLC,N/A,IFB,6100,CLMC682,2026-05-11T00:00:00.000Z,CT61001805110042712VC0000103145
CT,6100,16040500516,15,DAVIS WATER TREATMENT PLANT TREATED WATER DISCHARGE SYSTEM,Contract and Land Management Department,unknown,unknown,45676261.36,45676261.36,41236943.94,2016-04-13T00:00:00.000Z,,10,Competitive Acquisition,0016-03-31T00:00:00.000Z,11,Construction,1,MAT8308109,MATOUS CONSTRUCTION LTD,MATOUS CONSTRUCTION,IFB,6100,CLMC569,2026-05-11T00:00:00.000Z,CT61001604050051615MAT8308109
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,7,V00000959221,WATERSHED SOLUTIONS JV LLC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712V00000959221
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,10,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712KFR8309453
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,2,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712HDR8318192
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,8,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712HAL7038625
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,11,V00000914694,"H.W. LOCHNER, INC.","K FRIESE & ASSOCIATES, LLC",RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712V00000914694
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,5,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712LOC2921000
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,3,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712FRE1930500
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,1,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712EAR8307803
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,4,DOU7019035,DOUCET & ASSOCIATES INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712DOU7019035
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,6,BRO8318275,"BGE, INC",BROWN & GAY ENGINEERS INC,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712BRO8318275
MA,6100,PA190000067,12,WATERSHED PROTECTION LOCAL FLOOD RISK REDUCTION RL,Capital Contracting Office,unknown,unknown,45030000,24367439.49,11976507.02,2019-09-23T00:00:00.000Z,2024-12-31T00:00:00.000Z,55,Pers / Prof / Plan Svcs (252),0019-06-19T00:00:00.000Z,9,Sole and Single Source,9,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP259,2026-05-11T00:00:00.000Z,MA6100PA19000006712BIN7163385
MA,5800,NA230000246,1,PROPERTY INSURANCE,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,42583179,7681956,7681956,2023-10-01T00:00:00.000Z,2026-09-30T00:00:00.000Z,10,Competitive Acquisition,0023-09-21T00:00:00.000Z,29,Non-Professional Services,1,V00000926664,ALLIANT INSURANCE SERVICES INC.,ALLIANT INSURANCE SERVICES,RFP,5800,BJT3009,2026-05-11T00:00:00.000Z,MA5800NA2300002461V00000926664
CT,6100,20042000587,7,NORTH AUSTIN RESERVOIR AND PUMP STATION IMPROVEMENTS,Contract and Land Management Department,unknown,unknown,42455693.66,42455693.66,35151115.92,2020-04-20T00:00:00.000Z,,10,Competitive Acquisition,0020-03-12T00:00:00.000Z,6,Construction,1,VS0000022307,"MGC CONTRACTORS, INC.",N/A,IFB,6100,CLMC760,2026-05-11T00:00:00.000Z,CT6100200420005877VS0000022307
MA,6100,CA220000002,3,UNDERGROUND ELECTRICAL CIVIL CONSTRUCTION,Capital Contracting Office,unknown,unknown,36000000,30723621.74,29833238.09,2021-12-13T00:00:00.000Z,2024-06-25T00:00:00.000Z,15,Alt Proc Method (252),0021-11-18T00:00:00.000Z,17,Other Contracting,1,MAS7127360,MASTEC NORTH AMERICA INC,MASTEC NORTH AMERICA INC,CSP,6100,CLMB338,2026-05-11T00:00:00.000Z,MA6100CA2200000023MAS7127360
CT,6100,20042700606,12,SOUTH AUSTIN REGIONAL WWTP ELECTRICAL SUBSTATION NO.1 REPLAC,Contract and Land Management Department,unknown,unknown,31188996.83,31188996.83,26091878.34,2020-05-28T00:00:00.000Z,,10,Competitive Acquisition,0020-04-23T00:00:00.000Z,9,Non-Professional Services,1,TMO8320608,T MORALES COMPANY ELECTRIC & CONTROLS LTD,N/A,IFB,6100,CLMC739,2026-05-11T00:00:00.000Z,CT61002004270060612TMO8320608
CT,6100,23092600771,1,SPICEWOOD SPRINGS ROAD REGIONAL MOBILITY IMPROVEMENTS,Contract and Land Management Department,unknown,unknown,31076813,31076813,0,2023-10-03T00:00:00.000Z,,10,Competitive Acquisition,0023-09-21T00:00:00.000Z,39,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC996,2026-05-11T00:00:00.000Z,CT6100230926007711DEN8303211
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,13,VS0000035279,DKS ASSOCIATES,DKS ASSOCIATES,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751VS0000035279
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,2,V00000974415,"JOHNSON, MIRMIRAN & THOMPSON, INC.",N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751V00000974415
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,14,V00000926225,VOLKERT INC.,N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751V00000926225
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,1,HDR8318192,HDR ENGINEERING INC,N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751HDR8318192
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,11,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751HAL7038625
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,8,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751FRE1930500
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,5,EAR8307803,AECOM TECHNICAL SERVICES INC,N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751EAR8307803
MA,6100,CA220000010,3,LOCAL MOBILITY ADA SIDEWALK & RAMP IMPS GRP 26 IDIQ CITY WID,Capital Contracting Office,unknown,unknown,30000000,18803075.48,9199522.1,2022-06-24T00:00:00.000Z,2024-11-14T00:00:00.000Z,10,Competitive Acquisition,0022-06-16T00:00:00.000Z,24,Construction,1,V00000900503,ALPHA PAVING INDUSTRIES LLC,N/A,IFB,6100,CLMC912,2026-05-11T00:00:00.000Z,MA6100CA2200000103V00000900503
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,12,PAP8302018,PAPE-DAWSON CONSULTING ENGINEERS INC,PAPE-DAWSON ENGINEERS,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751PAP8302018
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,9,KLO7118020,"RPS INFRASTRUCTURE, INC.",N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751KLO7118020
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,3,KIM7074000,"KIMLEY-HORN AND ASSOCIATES, INC",N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751KIM7074000
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,10,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751BIN7163385
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,6,HUI7037150,"HUITT-ZOLLARS, INC.",N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751HUI7037150
MA,6100,PA230000075,1,2023 TRANSPORTATION ENGINEERING SERVICES ROTATION LIST,Capital Contracting Office,unknown,unknown,30000000,1206944.74,47770.4,2023-05-01T00:00:00.000Z,2026-04-30T00:00:00.000Z,10,Competitive Acquisition,0023-02-23T00:00:00.000Z,17,Professional Services,7,COB7111480,COBB FENDLEY & ASSOC INC,N/A,RFQS,6100,CLMP338,2026-05-11T00:00:00.000Z,MA6100PA2300000751COB7111480
